,Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
8826,Second Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Paper,26.72,5,0.2,9.352
8827,Second Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Paper,33.488,7,0.2,10.465
8828,Standard Class,Corporate,United States,Saint Charles,Missouri,63301,Central,Office Supplies,Paper,10.56,2,0.0,4.752
8829,First Class,Corporate,United States,Indianapolis,Indiana,46203,Central,Office Supplies,Storage,386.34,2,0.0,54.0876
8843,Second Class,Corporate,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Storage,67.15,5,0.0,16.7875
8866,First Class,Consumer,United States,Chicago,Illinois,60653,Central,Furniture,Bookcases,493.43,5,0.3,-70.49
8867,First Class,Consumer,United States,Chicago,Illinois,60653,Central,Technology,Phones,11.12,2,0.2,3.475
8874,Second Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,21.99,5,0.8,-32.985
8875,Standard Class,Consumer,United States,Irving,Texas,75061,Central,Office Supplies,Supplies,185.376,2,0.2,-34.758
8876,Standard Class,Consumer,United States,Irving,Texas,75061,Central,Office Supplies,Appliances,58.924,1,0.8,-153.2024
8881,Second Class,Home Office,United States,Aurora,Illinois,60505,Central,Technology,Accessories,50.12,7,0.2,-0.6265
8889,Second Class,Home Office,United States,Columbia,Missouri,65203,Central,Technology,Phones,449.97,3,0.0,220.4853
8890,Second Class,Home Office,United States,Columbia,Missouri,65203,Central,Office Supplies,Appliances,1927.59,7,0.0,751.7601
8893,Standard Class,Consumer,United States,Texas City,Texas,77590,Central,Furniture,Tables,489.23,2,0.3,41.934
8900,Standard Class,Consumer,United States,Decatur,Illinois,62521,Central,Furniture,Furnishings,32.064,3,0.6,-12.8256
8901,Standard Class,Consumer,United States,Decatur,Illinois,62521,Central,Office Supplies,Paper,18.496,4,0.2,6.7048
8902,Standard Class,Consumer,United States,Decatur,Illinois,62521,Central,Furniture,Chairs,191.079,3,0.3,-38.2158
8903,Standard Class,Consumer,United States,Decatur,Illinois,62521,Central,Office Supplies,Paper,10.368,2,0.2,3.6288
8914,Standard Class,Corporate,United States,Austin,Texas,78745,Central,Office Supplies,Storage,856.656,6,0.2,107.082
8915,Standard Class,Corporate,United States,Austin,Texas,78745,Central,Office Supplies,Binders,13.184,4,0.8,-20.4352
8916,Standard Class,Corporate,United States,Austin,Texas,78745,Central,Office Supplies,Appliances,48.784,4,0.8,-131.7168
8917,Standard Class,Corporate,United States,Austin,Texas,78745,Central,Office Supplies,Paper,76.64,2,0.2,26.824
8918,Standard Class,Corporate,United States,Austin,Texas,78745,Central,Office Supplies,Binders,18.528,6,0.8,-27.792
8924,Standard Class,Consumer,United States,Rockford,Illinois,61107,Central,Technology,Phones,1439.968,4,0.2,143.9968
8925,Standard Class,Consumer,United States,Rockford,Illinois,61107,Central,Office Supplies,Binders,1.728,3,0.8,-2.6784
8926,Standard Class,Consumer,United States,Rockford,Illinois,61107,Central,Furniture,Tables,626.1,3,0.5,-538.446
8928,Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Furniture,Tables,609.98,4,0.3,-113.282
8929,Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Furniture,Tables,211.372,2,0.3,-45.294
8930,Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Technology,Phones,239.976,3,0.2,17.9982
8931,Standard Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Furniture,Furnishings,99.95,5,0.0,22.9885
8932,Standard Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Technology,Accessories,29.34,3,0.0,10.8558
8933,Standard Class,Corporate,United States,Green Bay,Wisconsin,54302,Central,Furniture,Furnishings,16.74,2,0.0,4.3524
8943,Standard Class,Consumer,United States,Aurora,Illinois,60505,Central,Furniture,Chairs,239.358,3,0.3,-47.8716
8958,Standard Class,Consumer,United States,Houston,Texas,77070,Central,Technology,Phones,299.96,5,0.2,37.495
8959,Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Appliances,67.84,5,0.8,-179.776
8960,Standard Class,Consumer,United States,Houston,Texas,77070,Central,Furniture,Chairs,853.93,5,0.3,-24.398
8961,Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Art,18.688,4,0.2,3.7376
8965,Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Binders,1.248,2,0.8,-1.9344
8974,First Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Paper,36.288,7,0.2,12.7008
8975,First Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Paper,78.304,2,0.2,29.364
8976,First Class,Corporate,United States,Dallas,Texas,75220,Central,Furniture,Tables,127.785,1,0.3,-31.0335
8977,First Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Binders,6.104,2,0.8,-9.156
8979,Second Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Binders,1.72,1,0.8,-2.838
8980,Second Class,Consumer,United States,Romeoville,Illinois,60441,Central,Office Supplies,Binders,8.952,2,0.8,-14.7708
8981,Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Appliances,2.334,3,0.8,-6.3018
8982,Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Binders,1.728,4,0.8,-2.7648
8983,Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Furniture,Furnishings,159.04,5,0.6,-194.824
8984,Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Furniture,Tables,145.98,2,0.5,-99.2664
8989,Standard Class,Corporate,United States,Springfield,Missouri,65807,Central,Furniture,Furnishings,9.68,2,0.0,3.7752
8990,Standard Class,Corporate,United States,Springfield,Missouri,65807,Central,Technology,Copiers,4899.93,7,0.0,2302.9671
8996,First Class,Consumer,United States,Dallas,Texas,75081,Central,Technology,Phones,35.184,2,0.2,12.3144
8997,Same Day,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Paper,56.704,2,0.2,19.1376
8998,Same Day,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Paper,274.064,7,0.2,102.774
9005,Same Day,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Storage,92.52,6,0.0,24.9804
9006,Same Day,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Storage,37.76,1,0.0,10.5728
9007,Same Day,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Labels,7.38,2,0.0,3.4686
9008,Same Day,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Furniture,Furnishings,5.82,2,0.0,2.7354
9011,First Class,Home Office,United States,Houston,Texas,77036,Central,Technology,Accessories,100.8,2,0.2,21.42
9032,Standard Class,Home Office,United States,Detroit,Michigan,48227,Central,Furniture,Chairs,487.96,2,0.0,146.388
9034,Standard Class,Consumer,United States,Quincy,Illinois,62301,Central,Office Supplies,Binders,2.992,4,0.8,-4.488
9035,Standard Class,Consumer,United States,Quincy,Illinois,62301,Central,Technology,Accessories,108.768,4,0.2,2.7192
9038,Same Day,Consumer,United States,Houston,Texas,77095,Central,Technology,Phones,55.176,3,0.2,-12.4146
9039,Standard Class,Consumer,United States,Detroit,Michigan,48205,Central,Office Supplies,Binders,9892.74,13,0.0,4946.37
9063,Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Paper,322.192,13,0.2,100.685
9064,Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,2.946,3,0.8,-4.8609
9065,Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Paper,19.136,4,0.2,6.9368
9071,Standard Class,Home Office,United States,Columbus,Indiana,47201,Central,Office Supplies,Storage,24.56,2,0.0,6.8768
9072,Standard Class,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Envelopes,16.56,2,0.0,7.7832
9073,Standard Class,Consumer,United States,Springfield,Missouri,65807,Central,Technology,Accessories,279.95,5,0.0,67.188
9077,Standard Class,Corporate,United States,Omaha,Nebraska,68104,Central,Technology,Accessories,89.97,3,0.0,18.8937
9086,Standard Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Appliances,93.032,2,0.8,-251.1864
9087,Standard Class,Corporate,United States,Houston,Texas,77041,Central,Furniture,Chairs,454.965,5,0.3,-136.4895
9093,Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Technology,Phones,299.98,2,0.0,83.9944
9094,Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Binders,403.68,6,0.0,181.656
9095,Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Technology,Phones,41.9,2,0.0,11.732
9096,Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Labels,28.91,7,0.0,13.2986
9097,Standard Class,Consumer,United States,Bloomington,Indiana,47401,Central,Office Supplies,Paper,32.4,5,0.0,15.552
9098,Standard Class,Home Office,United States,Dallas,Texas,75081,Central,Technology,Phones,369.544,7,0.2,27.7158
9099,Standard Class,Home Office,United States,Dallas,Texas,75081,Central,Office Supplies,Paper,10.368,2,0.2,3.7584
9100,Standard Class,Home Office,United States,Dallas,Texas,75081,Central,Technology,Accessories,791.88,3,0.2,128.6805
9101,Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Art,23.64,3,0.2,5.319
9102,Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Storage,84.784,2,0.2,-16.9568
9103,Standard Class,Consumer,United States,Houston,Texas,77041,Central,Furniture,Furnishings,64.96,5,0.6,-84.448
9104,Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Binders,32.06,10,0.8,-51.296
9105,Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Storage,177.648,2,0.2,-28.8678
9106,Standard Class,Consumer,United States,Houston,Texas,77041,Central,Technology,Machines,287.91,3,0.4,33.5895
9107,First Class,Corporate,United States,Haltom City,Texas,76117,Central,Office Supplies,Supplies,22.368,2,0.2,1.6776
9108,First Class,Corporate,United States,Haltom City,Texas,76117,Central,Office Supplies,Paper,32.368,7,0.2,11.7334
9109,First Class,Corporate,United States,Haltom City,Texas,76117,Central,Technology,Accessories,207.984,2,0.2,36.3972
9124,Second Class,Home Office,United States,Houston,Texas,77070,Central,Furniture,Furnishings,9.552,3,0.6,-3.8208
9125,Second Class,Home Office,United States,Houston,Texas,77070,Central,Furniture,Furnishings,5.344,4,0.6,-2.1376
9127,Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Storage,50.136,3,0.2,-11.2806
9139,Standard Class,Consumer,United States,Buffalo Grove,Illinois,60089,Central,Technology,Accessories,475.944,7,0.2,95.1888
9145,Standard Class,Consumer,United States,Naperville,Illinois,60540,Central,Office Supplies,Binders,2.808,3,0.8,-4.4928
9149,Standard Class,Corporate,United States,Detroit,Michigan,48234,Central,Office Supplies,Binders,138.56,4,0.0,66.5088
9150,Standard Class,Corporate,United States,Detroit,Michigan,48234,Central,Office Supplies,Appliances,65.52,5,0.1,12.376
9161,Standard Class,Consumer,United States,Eau Claire,Wisconsin,54703,Central,Furniture,Bookcases,405.86,7,0.0,32.4688
9162,Standard Class,Consumer,United States,Eau Claire,Wisconsin,54703,Central,Furniture,Chairs,680.01,3,0.0,176.8026
9163,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Accessories,2.376,3,0.2,0.7425
9164,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Appliances,143.128,2,0.8,-393.602
9192,Standard Class,Corporate,United States,San Antonio,Texas,78207,Central,Office Supplies,Binders,29.372,7,0.8,-46.9952
9193,Standard Class,Corporate,United States,San Antonio,Texas,78207,Central,Technology,Phones,344.704,2,0.2,38.7792
9207,Standard Class,Consumer,United States,Bloomington,Illinois,61701,Central,Technology,Accessories,39.816,3,0.2,7.4655
9209,Second Class,Home Office,United States,Burlington,Iowa,52601,Central,Office Supplies,Envelopes,7.28,1,0.0,3.4944
9210,Second Class,Home Office,United States,Burlington,Iowa,52601,Central,Office Supplies,Binders,5.4,3,0.0,2.592
9216,Standard Class,Corporate,United States,Odessa,Texas,79762,Central,Office Supplies,Appliances,13.762,1,0.8,-24.7716
9217,First Class,Home Office,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Envelopes,15.28,2,0.0,7.4872
9223,Same Day,Home Office,United States,Bryan,Texas,77803,Central,Office Supplies,Binders,7.536,6,0.8,-13.188
9224,Same Day,Home Office,United States,Bryan,Texas,77803,Central,Office Supplies,Binders,1.408,2,0.8,-2.3232
9225,Same Day,Home Office,United States,Bryan,Texas,77803,Central,Office Supplies,Binders,4.144,4,0.8,-6.4232
9226,Same Day,Home Office,United States,Bryan,Texas,77803,Central,Office Supplies,Storage,52.752,3,0.2,-12.5286
9250,Standard Class,Corporate,United States,Marion,Iowa,52302,Central,Office Supplies,Binders,115.84,8,0.0,54.4448
9254,Second Class,Consumer,United States,Columbia,Missouri,65203,Central,Furniture,Chairs,60.89,1,0.0,15.2225
9255,Second Class,Consumer,United States,Columbia,Missouri,65203,Central,Office Supplies,Labels,14.94,3,0.0,6.8724
9256,Second Class,Consumer,United States,Columbia,Missouri,65203,Central,Office Supplies,Binders,9.64,2,0.0,4.4344
9257,Second Class,Consumer,United States,Columbia,Missouri,65203,Central,Furniture,Furnishings,332.94,3,0.0,53.2704
9258,Second Class,Consumer,United States,Columbia,Missouri,65203,Central,Office Supplies,Binders,51.9,3,0.0,24.393
9259,Second Class,Consumer,United States,Columbia,Missouri,65203,Central,Office Supplies,Storage,64.96,2,0.0,2.5984
9260,Second Class,Consumer,United States,Aberdeen,South Dakota,57401,Central,Office Supplies,Supplies,25.5,3,0.0,6.63
9262,Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Furniture,Chairs,389.97,3,0.0,35.0973
9263,Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Appliances,269.91,5,0.1,53.982
9284,Standard Class,Corporate,United States,Franklin,Wisconsin,53132,Central,Furniture,Chairs,392.94,3,0.0,43.2234
9286,Standard Class,Home Office,United States,Dallas,Texas,75081,Central,Office Supplies,Binders,6.888,3,0.8,-11.0208
9287,Standard Class,Home Office,United States,Dallas,Texas,75081,Central,Furniture,Tables,457.485,3,0.3,-84.9615
9292,Same Day,Corporate,United States,Waco,Texas,76706,Central,Office Supplies,Binders,0.556,1,0.8,-0.9452
9296,Second Class,Corporate,United States,Mcallen,Texas,78501,Central,Technology,Accessories,41.424,2,0.2,8.2848
9297,Second Class,Corporate,United States,Mcallen,Texas,78501,Central,Technology,Phones,244.768,4,0.2,24.4768
9298,Second Class,Corporate,United States,Mcallen,Texas,78501,Central,Office Supplies,Art,74.352,3,0.2,6.5058
9299,Second Class,Corporate,United States,Mcallen,Texas,78501,Central,Office Supplies,Binders,4.312,2,0.8,-6.8992
9300,Second Class,Corporate,United States,Mcallen,Texas,78501,Central,Furniture,Chairs,56.686,1,0.3,-20.245
9301,Second Class,Corporate,United States,Mcallen,Texas,78501,Central,Technology,Phones,97.968,2,0.2,6.123
9302,Second Class,Corporate,United States,Mcallen,Texas,78501,Central,Office Supplies,Art,7.872,3,0.2,0.8856
9303,Second Class,Corporate,United States,Mcallen,Texas,78501,Central,Office Supplies,Paper,15.552,3,0.2,5.4432
9304,Second Class,Corporate,United States,Mcallen,Texas,78501,Central,Office Supplies,Binders,1.476,1,0.8,-2.2878
9311,Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Labels,4.928,2,0.2,1.7248
9312,Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Art,63.488,4,0.2,4.7616
9313,Same Day,Corporate,United States,Detroit,Michigan,48234,Central,Office Supplies,Storage,418.32,7,0.0,117.1296
9314,Same Day,Corporate,United States,Detroit,Michigan,48234,Central,Office Supplies,Appliances,123.858,2,0.1,46.7908
9317,Standard Class,Consumer,United States,Carrollton,Texas,75007,Central,Technology,Accessories,47.904,1,0.2,-2.994
9321,Standard Class,Consumer,United States,Houston,Texas,77041,Central,Furniture,Furnishings,11.376,3,0.6,-5.688
9322,Standard Class,Consumer,United States,Houston,Texas,77041,Central,Furniture,Furnishings,66.112,4,0.6,-84.2928
9352,First Class,Consumer,United States,Chicago,Illinois,60623,Central,Furniture,Chairs,520.464,2,0.3,-14.8704
9353,First Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Paper,11.424,3,0.2,3.7128
9354,Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Office Supplies,Paper,19.44,3,0.0,9.3312
9355,Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Office Supplies,Art,3.64,2,0.0,1.0192
9356,Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Office Supplies,Paper,18.54,2,0.0,8.7138
9365,First Class,Consumer,United States,Saint Charles,Missouri,63301,Central,Office Supplies,Paper,11.56,2,0.0,5.6644
9377,Standard Class,Corporate,United States,Eau Claire,Wisconsin,54703,Central,Office Supplies,Storage,32.56,2,0.0,8.4656
9378,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Envelopes,7.072,2,0.2,2.3868
9390,Standard Class,Home Office,United States,Houston,Texas,77070,Central,Office Supplies,Storage,228.92,5,0.2,14.3075
9391,First Class,Corporate,United States,Aurora,Illinois,60505,Central,Technology,Phones,7.992,1,0.2,2.5974
